Article list3,Article list4,TypeCategory,TypeCarrier,TypeService
ПАССАЖИРСКИЕ ПЕРЕВОЗКИ,ТАКСОМОТОРНЫЕ ПЕРЕВОЗКИ,ads_Exclude,ads_Exclude,ads_Exclude
ПАССАЖИРСКИЕ ПЕРЕВОЗКИ,ТАКСОМОТОРНЫЕ ПЕРЕВОЗКИ,ads_Exclude,ads_Exclude,ads_Exclude
ПАССАЖИРСКИЕ ПЕРЕВОЗКИ,ТАКСОМОТОРНЫЕ ПЕРЕВОЗКИ,ads_Exclude,Desktop,ads_Exclude
ПАССАЖИРСКИЕ ПЕРЕВОЗКИ,ТАКСОМОТОРНЫЕ ПЕРЕВОЗКИ,ads_Exclude,ads_Exclude,ads_Exclude
ПАССАЖИРСКИЕ ПЕРЕВОЗКИ,ТАКСОМОТОРНЫЕ ПЕРЕВОЗКИ,ads_Exclude,Desktop,ads_Exclude
ПАССАЖИРСКИЕ ПЕРЕВОЗКИ,ТАКСОМОТОРНЫЕ ПЕРЕВОЗКИ,ads_Exclude,Desktop,ads_Exclude
ПАССАЖИРСКИЕ ПЕРЕВОЗКИ,ТАКСОМОТОРНЫЕ ПЕРЕВОЗКИ,ads_Exclude,Desktop,ads_Exclude
ПАССАЖИРСКИЕ ПЕРЕВОЗКИ,ТАКСОМОТОРНЫЕ ПЕРЕВОЗКИ,ads_Exclude,Desktop,ads_Exclude
ПАССАЖИРСКИЕ ПЕРЕВОЗКИ,ТАКСОМОТОРНЫЕ ПЕРЕВОЗКИ,ads_Exclude,ads_Exclude,ads_Exclude
ПАССАЖИРСКИЕ ПЕРЕВОЗКИ,ТАКСОМОТОРНЫЕ ПЕРЕВОЗКИ,ads_Exclude,ads_Exclude,ads_Exclude
ПАССАЖИРСКИЕ ПЕРЕВОЗКИ,ТАКСОМОТОРНЫЕ ПЕРЕВОЗКИ,ads_Exclude,Desktop,ads_Exclude
ПАССАЖИРСКИЕ ПЕРЕВОЗКИ,ТАКСОМОТОРНЫЕ ПЕРЕВОЗКИ,ads_Exclude,Desktop,ads_Exclude
ПАССАЖИРСКИЕ ПЕРЕВОЗКИ,ТАКСОМОТОРНЫЕ ПЕРЕВОЗКИ,ads_Exclude,Desktop,ads_Exclude
ПАССАЖИРСКИЕ ПЕРЕВОЗКИ,ТАКСОМОТОРНЫЕ ПЕРЕВОЗКИ,ads_Exclude,Desktop,ads_Exclude
ПАССАЖИРСКИЕ ПЕРЕВОЗКИ,ТАКСОМОТОРНЫЕ ПЕРЕВОЗКИ,ads_Exclude,Desktop,ads_Exclude
ПАССАЖИРСКИЕ ПЕРЕВОЗКИ,ТАКСОМОТОРНЫЕ ПЕРЕВОЗКИ,ads_Exclude,ads_Exclude,ads_Exclude
ПАССАЖИРСКИЕ ПЕРЕВОЗКИ,ТАКСОМОТОРНЫЕ ПЕРЕВОЗКИ,ads_Exclude,ads_Exclude,ads_Exclude
РЕСУРСЫ В ИНТЕРНЕТ,МОБИЛЬНЫЕ ПРИЛОЖЕНИЯ,Services,App,Taxi
ПАССАЖИРСКИЕ ПЕРЕВОЗКИ,ТАКСОМОТОРНЫЕ ПЕРЕВОЗКИ,Services,App,Taxi
РЕСУРСЫ В ИНТЕРНЕТ; УСЛУГИ ПО ТРУДОУСТРОЙСТВУ,ВАКАНСИИ ПРЕДПРИЯТИЙ; МОБИЛЬНЫЕ ПРИЛОЖЕНИЯ,Services,App,Taxi
ПАССАЖИРСКИЕ ПЕРЕВОЗКИ,ТАКСОМОТОРНЫЕ ПЕРЕВОЗКИ,ads_Exclude,ads_Exclude,ads_Exclude
ПАССАЖИРСКИЕ ПЕРЕВОЗКИ,ТАКСОМОТОРНЫЕ ПЕРЕВОЗКИ,ads_Exclude,ads_Exclude,ads_Exclude
ПАССАЖИРСКИЕ ПЕРЕВОЗКИ,ТАКСОМОТОРНЫЕ ПЕРЕВОЗКИ,ads_Exclude,ads_Exclude,ads_Exclude
ПАССАЖИРСКИЕ ПЕРЕВОЗКИ,ТАКСОМОТОРНЫЕ ПЕРЕВОЗКИ,ads_Exclude,ads_Exclude,ads_Exclude
ПАССАЖИРСКИЕ ПЕРЕВОЗКИ,ТАКСОМОТОРНЫЕ ПЕРЕВОЗКИ,ads_Exclude,ads_Exclude,ads_Exclude
ПАССАЖИРСКИЕ ПЕРЕВОЗКИ,ТАКСОМОТОРНЫЕ ПЕРЕВОЗКИ,ads_Exclude,ads_Exclude,ads_Exclude
ПАССАЖИРСКИЕ ПЕРЕВОЗКИ,ТАКСОМОТОРНЫЕ ПЕРЕВОЗКИ,ads_Exclude,ads_Exclude,ads_Exclude
КОСВЕННАЯ РЕКЛАМА; ПРОГРАММНЫЕ ПРОДУКТЫ (ПО),КОСВЕННАЯ РЕКЛАМА; ПРОГРАММНОЕ ОБЕСПЕЧЕНИЕ ДЛЯ МОБИЛЬНЫХ УСТРОЙСТВ,Services,App,Taxi
ПАССАЖИРСКИЕ ПЕРЕВОЗКИ,ТАКСОМОТОРНЫЕ ПЕРЕВОЗКИ,ads_Exclude,ads_Exclude,ads_Exclude
ПАССАЖИРСКИЕ ПЕРЕВОЗКИ,ТАКСОМОТОРНЫЕ ПЕРЕВОЗКИ,ads_Exclude,Desktop,ads_Exclude
ПАССАЖИРСКИЕ ПЕРЕВОЗКИ,ТАКСОМОТОРНЫЕ ПЕРЕВОЗКИ,ads_Exclude,ads_Exclude,ads_Exclude
ПАССАЖИРСКИЕ ПЕРЕВОЗКИ,ТАКСОМОТОРНЫЕ ПЕРЕВОЗКИ,ads_Exclude,ads_Exclude,ads_Exclude
ПАССАЖИРСКИЕ ПЕРЕВОЗКИ,ТАКСОМОТОРНЫЕ ПЕРЕВОЗКИ,ads_Exclude,ads_Exclude,ads_Exclude
ПАССАЖИРСКИЕ ПЕРЕВОЗКИ,ТАКСОМОТОРНЫЕ ПЕРЕВОЗКИ,ads_Exclude,Desktop,ads_Exclude
ПАССАЖИРСКИЕ ПЕРЕВОЗКИ,ТАКСОМОТОРНЫЕ ПЕРЕВОЗКИ,ads_Exclude,Desktop,ads_Exclude
ИНТЕРНЕТ-ТОРГОВЛЯ,ИНТЕРНЕТ-МАГАЗИНЫ ОБУВИ,E-commerce,Desktop,Fashion
ИНТЕРНЕТ-ТОРГОВЛЯ; ТОРГОВЫЕ ОРГАНИЗАЦИИ,ИНТЕРНЕТ-МАГАЗИНЫ ОБУВИ; МАГАЗИНЫ ОБУВИ,E-commerce,Desktop,Fashion
УСЛУГИ ПРОЧИЕ БЫТОВЫЕ,УСЛУГИ СПРАВОЧНО-ИНФОРМАЦИОННОЙ СЛУЖБЫ,ads_Exclude,ads_Exclude,ads_Exclude
ПАССАЖИРСКИЕ ПЕРЕВОЗКИ; РЕСУРСЫ В ИНТЕРНЕТ,МОБИЛЬНЫЕ ПРИЛОЖЕНИЯ; ТАКСОМОТОРНЫЕ ПЕРЕВОЗКИ,Services,App,Taxi
КОСВЕННАЯ РЕКЛАМА; ПАССАЖИРСКИЕ ПЕРЕВОЗКИ,КОСВЕННАЯ РЕКЛАМА; ТАКСОМОТОРНЫЕ ПЕРЕВОЗКИ,Services,App,Taxi
ПАССАЖИРСКИЕ ПЕРЕВОЗКИ,ТАКСОМОТОРНЫЕ ПЕРЕВОЗКИ,Services,App,Taxi
ПРИВЛЕЧЕНИЕ СРЕДСТВ; РАСЧЕТНО-КАССОВОЕ ОБСЛУЖИВАНИЕ; УСЛУГИ УПРАВЛЕНИЯ ФИНАНСАМИ,ВКЛАДЫ; ИНТЕРНЕТ-БАНКИНГ; УСЛУГИ БАНКОВ,Banks,Desktop,Banking
ИНТЕРНЕТ-ТОРГОВЛЯ; ТОРГОВЫЕ ОРГАНИЗАЦИИ,ИНТЕРНЕТ-МАГАЗИНЫ НИЖНЕГО БЕЛЬЯ; МАГАЗИНЫ НИЖНЕГО БЕЛЬЯ,E-commerce,Desktop,Fashion
ИНТЕРНЕТ-ТОРГОВЛЯ,ИНТЕРНЕТ-МАГАЗИНЫ ТОВАРОВ ДЛЯ СТРОИТ. И РЕМОНТА,E-commerce,Desktop,DIY
ИНТЕРНЕТ-ТОРГОВЛЯ; ЧАСЫ,ИНТЕРНЕТ-МАГАЗИНЫ ЧАСОВ; НАРУЧНЫЕ ЧАСЫ,E-commerce,Desktop,Watches
ИНТЕРНЕТ-ТОРГОВЛЯ; ЧАСЫ,ИНТЕРНЕТ-МАГАЗИНЫ ЧАСОВ; ИНТЕРНЕТ-МАГАЗИНЫ ЮВЕЛИРНЫХ ИЗДЕЛИЙ; НАРУЧНЫЕ ЧАСЫ,E-commerce,Desktop,Watches
ИНТЕРНЕТ-ТОРГОВЛЯ,ИНТЕРНЕТ-МАГАЗИНЫ ЮВЕЛИРНЫХ ИЗДЕЛИЙ,E-commerce,Desktop,Watches
ИНТЕРНЕТ-ТОРГОВЛЯ; ЧАСЫ,ИНТЕРНЕТ-МАГАЗИНЫ ЮВЕЛИРНЫХ ИЗДЕЛИЙ; НАРУЧНЫЕ ЧАСЫ,E-commerce,Desktop,Watches
ИНТЕРНЕТ-ТОРГОВЛЯ; ТОРГОВЫЕ ОРГАНИЗАЦИИ,ИНТЕРНЕТ-МАГАЗИНЫ ЮВЕЛИРНЫХ ИЗДЕЛИЙ; МАГАЗИНЫ ЧАСОВ,E-commerce,Desktop,Watches
АВТОАКСЕССУАРЫ И СОПУТСТВУЮЩИЕ ТОВАРЫ; ИНТЕРНЕТ-ТОРГОВЛЯ,АВТОАКСЕССУАРЫ И СОПУТСТВУЮЩИЕ ТОВАРЫ (РАЗНОЕ); ИНТЕРНЕТ-МАГАЗИНЫ,E-commerce,Desktop,General
АВТОХИМИЯ; ИНТЕРНЕТ-ТОРГОВЛЯ,АВТОКОСМЕТИКА; ИНТЕРНЕТ-МАГАЗИНЫ,E-commerce,Desktop,General
АКСЕССУАРЫ ДЛЯ ОДЕЖДЫ; ИНТЕРНЕТ-ТОРГОВЛЯ,"ИНТЕРНЕТ-МАГАЗИНЫ; СОЛНЦЕЗАЩИТНЫЕ ОЧКИ, ОПРАВЫ",E-commerce,Desktop,General
ДЕРМАТОЛОГИЧЕСКИЕ СРЕДСТВА; ИНТЕРНЕТ-ТОРГОВЛЯ,ДЕРМАТОЛОГИЧЕСКИЕ СРЕДСТВА (РАЗНОЕ); ИНТЕРНЕТ-МАГАЗИНЫ,E-commerce,Desktop,General
ИНТЕРНЕТ-ТОРГОВЛЯ,ИНТЕРНЕТ-МАГАЗИНЫ,E-commerce,Desktop,General
ИНТЕРНЕТ-ТОРГОВЛЯ; КУХОННЫЕ ПРИНАДЛЕЖНОСТИ,АКСЕССУАРЫ ДЛЯ КУХНИ; ИНТЕРНЕТ-МАГАЗИНЫ,E-commerce,Desktop,General
ИНТЕРНЕТ-ТОРГОВЛЯ; КУХОННЫЕ ПРИНАДЛЕЖНОСТИ,ИНТЕРНЕТ-МАГАЗИНЫ; ПОСУДА ДЛЯ ПРИГОТОВЛЕНИЯ ПИЩИ,E-commerce,Desktop,General
ИНТЕРНЕТ-ТОРГОВЛЯ; МЕДИЦИНСКИЕ МАТЕРИАЛЫ,ИНТЕРНЕТ-МАГАЗИНЫ; ЛЕЧЕБНАЯ ОДЕЖДА И ОБУВЬ,E-commerce,Desktop,General
ИНТЕРНЕТ-ТОРГОВЛЯ; МЕДИЦИНСКИЕ МАТЕРИАЛЫ,ИНТЕРНЕТ-МАГАЗИНЫ; МЕДИЦИНСКИЕ МАТЕРИАЛЫ (РАЗНОЕ),E-commerce,Desktop,General
ИНТЕРНЕТ-ТОРГОВЛЯ; МЕДИЦИНСКОЕ ОБОРУДОВАНИЕ,ИНТЕРНЕТ-МАГАЗИНЫ; МАССАЖЕРЫ,E-commerce,Desktop,General
ИНТЕРНЕТ-ТОРГОВЛЯ; МЕДИЦИНСКОЕ ОБОРУДОВАНИЕ,ИНТЕРНЕТ-МАГАЗИНЫ; МЕДИЦИНСКОЕ ОБОРУДОВАНИЕ (РАЗНОЕ),E-commerce,Desktop,General
ИНТЕРНЕТ-ТОРГОВЛЯ; МЕЛКАЯ БЫТ. ТЕХН. ДЛЯ ПЕРСОНАЛ. ИСПОЛЬЗОВАНИЯ,ИНТЕРНЕТ-МАГАЗИНЫ; ЭЛЕКТРОЭПИЛЯТОРЫ,E-commerce,Desktop,General
ИНТЕРНЕТ-ТОРГОВЛЯ; МЕЛКАЯ БЫТОВАЯ ТЕХНИКА ДЛЯ КУХНИ,БЛЕНДЕРЫ; ИНТЕРНЕТ-МАГАЗИНЫ,E-commerce,Desktop,General
ИНТЕРНЕТ-ТОРГОВЛЯ; МЕЛКАЯ БЫТОВАЯ ТЕХНИКА ДЛЯ КУХНИ,ИНТЕРНЕТ-МАГАЗИНЫ; КУХОННЫЕ КОМБАЙНЫ,E-commerce,Desktop,General
ИНТЕРНЕТ-ТОРГОВЛЯ; МЕЛКАЯ БЫТОВАЯ ТЕХНИКА ДЛЯ КУХНИ,ИНТЕРНЕТ-МАГАЗИНЫ; МЕЛКАЯ БЫТОВАЯ ТЕХНИКА ДЛЯ КУХНИ (РАЗНОЕ),E-commerce,Desktop,General
ИНТЕРНЕТ-ТОРГОВЛЯ; МОЮЩИЕ И ЧИСТЯЩИЕ СРЕДСТВА,ИНТЕРНЕТ-МАГАЗИНЫ; ПЯТНОВЫВОДИТЕЛИ,E-commerce,Desktop,General
ИНТЕРНЕТ-ТОРГОВЛЯ; ОДЕЖДА,ИНТЕРНЕТ-МАГАЗИНЫ; НИЖНЕЕ БЕЛЬЕ,E-commerce,Desktop,General
ИНТЕРНЕТ-ТОРГОВЛЯ; ОХОТНИЧЬИ И РЫБОЛОВНЫЕ ТОВАРЫ,ИНТЕРНЕТ-МАГАЗИНЫ; РЫБОЛОВНЫЕ ТОВАРЫ,E-commerce,Desktop,General
ИНТЕРНЕТ-ТОРГОВЛЯ; САДОВЫЙ ИНВЕНТАРЬ,ИНТЕРНЕТ-МАГАЗИНЫ; СИСТЕМЫ ДЛЯ ПОЛИВА РАСТЕНИЙ,E-commerce,Desktop,General
ИНТЕРНЕТ-ТОРГОВЛЯ; СПОРТИВНАЯ ЭКИПИРОВКА,ИНТЕРНЕТ-МАГАЗИНЫ; СПОРТИВНАЯ ОДЕЖДА,E-commerce,Desktop,General
ИНТЕРНЕТ-ТОРГОВЛЯ; СПОРТИВНЫЙ ИНВЕНТАРЬ,ИНТЕРНЕТ-МАГАЗИНЫ; ТРЕНАЖЕРЫ,E-commerce,Desktop,General
ИНТЕРНЕТ-ТОРГОВЛЯ; ХОЗЯЙСТВЕННЫЕ ПРИНАДЛЕЖНОСТИ,ИНТЕРНЕТ-МАГАЗИНЫ; ШВАБРЫ,E-commerce,Desktop,General
ИНТЕРНЕТ-ТОРГОВЛЯ,ИНТЕРНЕТ-МАГАЗИНЫ,E-commerce,Desktop,General
ИНТЕРНЕТ-ТОРГОВЛЯ,"ИНТЕРНЕТ-БУТИКИ, МАГАЗИНЫ FASHION ТОВАРОВ",E-commerce,Desktop,General
КОСВЕННАЯ РЕКЛАМА; РЕСУРСЫ В ИНТЕРНЕТ,WEB-САЙТ; КОСВЕННАЯ РЕКЛАМА,Portals,Desktop,Media
РЕСУРСЫ В ИНТЕРНЕТ,WEB-САЙТ,Portals,Desktop,Media
РЕСУРСЫ В ИНТЕРНЕТ,WEB-САЙТ; МОБИЛЬНЫЕ ПРИЛОЖЕНИЯ,Portals,App,Media
МАССОВЫЕ ЗРЕЛИЩА; РЕКЛАМА ТОРГОВОЙ МАРКИ; РЕСУРСЫ В ИНТЕРНЕТ; УСЛУГИ ПО ОПЕРАЦИЯМ С НЕДВИЖИМОСТЬЮ (РАЗНОЕ),WEB-САЙТ; КОНКУРСЫ; РЕКЛАМА ТОРГОВОЙ МАРКИ; УСЛУГИ ПО ОПЕРАЦИЯМ С НЕДВИЖИМОСТЬЮ (РАЗНОЕ),Portals,Desktop,Media
КОСВЕННАЯ РЕКЛАМА; РЕСУРСЫ В ИНТЕРНЕТ,WEB-САЙТ; КОСВЕННАЯ РЕКЛАМА; МОБИЛЬНЫЕ ПРИЛОЖЕНИЯ,Portals,Desktop,Media
РЕСУРСЫ В ИНТЕРНЕТ,WEB-САЙТ,Portals,Desktop,Media
РЕСУРСЫ В ИНТЕРНЕТ,WEB-САЙТ,Portals,Desktop,Media
РЕСУРСЫ В ИНТЕРНЕТ; УСЛУГИ В ОБЛАСТИ РЕКЛАМЫ И МАРКЕТИНГА (РАЗНОЕ),WEB-САЙТ; УСЛУГИ В ОБЛАСТИ РЕКЛАМЫ И МАРКЕТИНГА (РАЗНОЕ),Portals,Desktop,Media
УСЛУГИ ПО ТУРИЗМУ И ОТДЫХУ,ОНЛАЙН-ПРОДАЖА ТУРИСТИЧЕСКИХ УСЛУГ,Services,Desktop,Travel
РЕСУРСЫ В ИНТЕРНЕТ,WEB-САЙТ,Portals,Desktop,TV
ДЕНЕЖНО-ВЕЩЕВЫЕ ЛОТЕРЕИ,ДЕНЕЖНО-ВЕЩЕВЫЕ ЛОТЕРЕИ,Bets,Desktop,Lottery
АВТОАКСЕССУАРЫ И СОПУТСТВУЮЩИЕ ТОВАРЫ; ИНТЕРНЕТ-ТОРГОВЛЯ,ЗАРЯДНЫЕ УСТРОЙСТВА ДЛЯ АВТОМОБ. АККУМУЛЯТОРОВ; ИНТЕРНЕТ-МАГАЗИНЫ АВТОЗАПЧАСТЕЙ,E-commerce,Desktop,Auto
АВТОАКСЕССУАРЫ И СОПУТСТВУЮЩИЕ ТОВАРЫ; ИНТЕРНЕТ-ТОРГОВЛЯ,ЗАРЯДНЫЕ УСТРОЙСТВА ДЛЯ АККУМУЛЯТОРОВ; ИНТЕРНЕТ-МАГАЗИНЫ АВТОЗАПЧАСТЕЙ,E-commerce,Desktop,Auto
КОСВЕННАЯ РЕКЛАМА; РЕСУРСЫ В ИНТЕРНЕТ,WEB-САЙТ; КОСВЕННАЯ РЕКЛАМА,ads_Exclude,Desktop,ads_Exclude
ИНТЕРНЕТ-ТОРГОВЛЯ,ИНТЕРНЕТ-МАГАЗИНЫ СПОРТИВНЫХ ТОВАРОВ,E-commerce,Desktop,Sport
ИНТЕРНЕТ-ТОРГОВЛЯ; ТОРГОВЫЕ ОРГАНИЗАЦИИ,ИНТЕРНЕТ-МАГАЗИНЫ ГАЛАНТЕРЕИ И ТЕКСТИЛЯ; МАГАЗИНЫ ГАЛАНТЕРЕИ И ТЕКСТИЛЯ,E-commerce,Desktop,Fashion
ИНТЕРНЕТ-ТОРГОВЛЯ,ИНТЕРНЕТ-МАГАЗИНЫ ГАЛАНТЕРЕИ И ТЕКСТИЛЯ,E-commerce,Desktop,Fashion
ИНТЕРНЕТ-ТОРГОВЛЯ; ТОРГОВЫЕ ОРГАНИЗАЦИИ,ИНТЕРНЕТ-МАГАЗИНЫ ГАЛАНТЕРЕИ И ТЕКСТИЛЯ; МАГАЗИНЫ ЭЛЕКТРОНИКИ И БЫТОВОЙ ТЕХНИКИ,E-commerce,Desktop,Fashion
КОСВЕННАЯ РЕКЛАМА; ПРОГРАММНЫЕ ПРОДУКТЫ (ПО),КОСВЕННАЯ РЕКЛАМА; ПРОГРАММНЫЕ ПРОДУКТЫ (ПО) (РАЗНОЕ),ads_Exclude,ads_Exclude,ads_Exclude
КОСВЕННАЯ РЕКЛАМА; ПРОГРАММНЫЕ ПРОДУКТЫ (ПО),КОСВЕННАЯ РЕКЛАМА; ПРОГРАММНЫЕ ПРОДУКТЫ (ПО) (РАЗНОЕ),ads_Exclude,ads_Exclude,ads_Exclude
ПРОГРАММНЫЕ ПРОДУКТЫ (ПО),ПРОГРАММНЫЕ ПРОДУКТЫ (ПО) (РАЗНОЕ),ads_Exclude,ads_Exclude,ads_Exclude
КОСВЕННАЯ РЕКЛАМА; ПРОГРАММНЫЕ ПРОДУКТЫ (ПО),КОСВЕННАЯ РЕКЛАМА; ПРОГРАММНЫЕ ПРОДУКТЫ (ПО) (РАЗНОЕ),ads_Exclude,ads_Exclude,ads_Exclude
КОСВЕННАЯ РЕКЛАМА; ПРОГРАММНЫЕ ПРОДУКТЫ (ПО),КОСВЕННАЯ РЕКЛАМА; ПРОГРАММНЫЕ ПРОДУКТЫ (ПО) (РАЗНОЕ),ads_Exclude,ads_Exclude,ads_Exclude
КОСВЕННАЯ РЕКЛАМА; ПРОГРАММНЫЕ ПРОДУКТЫ (ПО),КОСВЕННАЯ РЕКЛАМА; ПРОГРАММНЫЕ ПРОДУКТЫ (ПО) (РАЗНОЕ),ads_Exclude,ads_Exclude,ads_Exclude
КОСВЕННАЯ РЕКЛАМА; ПРОГРАММНЫЕ ПРОДУКТЫ (ПО),КОСВЕННАЯ РЕКЛАМА; ПРОГРАММНЫЕ ПРОДУКТЫ (ПО) (РАЗНОЕ),ads_Exclude,ads_Exclude,ads_Exclude
ПРОГРАММНЫЕ ПРОДУКТЫ (ПО); РЕКЛАМА ТОРГОВОЙ МАРКИ,ПРОГРАММНЫЕ ПРОДУКТЫ (ПО) (РАЗНОЕ); РЕКЛАМА ТОРГОВОЙ МАРКИ,ads_Exclude,ads_Exclude,ads_Exclude
ИНТЕРНЕТ-ТОРГОВЛЯ; ОБОРУДОВАНИЕ ДЛЯ ПИЩЕВОЙ ПРОМЫШЛЕННОСТИ,ИНТЕРНЕТ-МАГАЗИНЫ; ОБОРУДОВАНИЕ ДЛЯ ПИЩЕВОЙ ПРОМЫШЛЕННОСТИ (РАЗНОЕ),E-commerce,Desktop,General
ИНТЕРНЕТ-ТОРГОВЛЯ,ИНТЕРНЕТ-МАГАЗИНЫ ЭЛЕКТРОНИКИ И БЫТОВОЙ ТЕХНИКИ,E-commerce,Desktop,Tech
ИНТЕРНЕТ-ТОРГОВЛЯ; ОБОРУДОВАНИЕ ДЛЯ СОТОВОЙ СВЯЗИ,ИНТЕРНЕТ-МАГАЗИНЫ СРЕДСТВ СВЯЗИ; СМАРТФОНЫ,E-commerce,Desktop,Telecom
ИНТЕРНЕТ-ТОРГОВЛЯ,ИНТЕРНЕТ-МАГАЗИНЫ СРЕДСТВ СВЯЗИ,E-commerce,Desktop,Telecom
ИНТЕРНЕТ-ТОРГОВЛЯ,ИНТЕРНЕТ-МАГАЗИНЫ ТОВАРОВ ДЛЯ СТРОИТ. И РЕМОНТА,E-commerce,Desktop,DIY
ИНТЕРНЕТ-ТОРГОВЛЯ,ИНТЕРНЕТ-МАГАЗИНЫ ТОВАРОВ ДЛЯ СТРОИТ. И РЕМОНТА,E-commerce,Desktop,DIY
ИНТЕРНЕТ-ТОРГОВЛЯ,ИНТЕРНЕТ-МАГАЗИНЫ ТОВАРОВ ДЛЯ СТРОИТ. И РЕМОНТА,E-commerce,Desktop,DIY
ИНТЕРНЕТ-ТОРГОВЛЯ,ИНТЕРНЕТ-МАГАЗИНЫ ЭЛЕКТРОНИКИ И БЫТОВОЙ ТЕХНИКИ,E-commerce,Desktop,Tech
КОСВЕННАЯ РЕКЛАМА; РЕСУРСЫ В ИНТЕРНЕТ,WEB-САЙТ; КОСВЕННАЯ РЕКЛАМА,Portals,Desktop,Charity
ИНТЕРНЕТ-ТОРГОВЛЯ,ИНТЕРНЕТ-МАГАЗИНЫ ТОВАРОВ ДЛЯ СТРОИТ. И РЕМОНТА,E-commerce,Desktop,DIY
ИНТЕРНЕТ-ТОРГОВЛЯ,ИНТЕРНЕТ-МАГАЗИНЫ ТОВАРОВ ДЛЯ СТРОИТ. И РЕМОНТА,E-commerce,Desktop,DIY
ИНТЕРНЕТ-ТОРГОВЛЯ; ТОРГОВЫЕ ОРГАНИЗАЦИИ,ИНТЕРНЕТ-МАГАЗИНЫ КОМПЬЮТЕРОВ И ОРГТЕХНИКИ; МАГАЗИНЫ КОМПЬЮТЕРОВ И ОРГТЕХНИКИ,E-commerce,Desktop,Tech
УСЛУГИ В ОБЛАСТИ ИНТЕРНЕТА (РАЗНОЕ),УСЛУГИ В ОБЛАСТИ ИНТЕРНЕТА (РАЗНОЕ),E-commerce,Desktop,Software
ИНТЕРНЕТ-ТОРГОВЛЯ; МЫЛО И СРЕДСТВА ДЛЯ КУПАНИЯ; СРЕДСТВА ПО УХОДУ ЗА КОЖЕЙ,ГЕЛЬ ДЛЯ ДУША; ИНТЕРНЕТ-МАГАЗИНЫ ПАРФЮМЕРИИ И КОСМЕТИКИ; СРЕДСТВА ПО УХОДУ ЗА КОЖЕЙ ТЕЛА,E-commerce,Desktop,Cosmetics
ИНТЕРНЕТ-ТОРГОВЛЯ; МЫЛО И СРЕДСТВА ДЛЯ КУПАНИЯ; СРЕДСТВА ПО УХОДУ ЗА КОЖЕЙ,ГЕЛЬ ДЛЯ ДУША; ИНТЕРНЕТ-МАГАЗИНЫ ПАРФЮМЕРИИ И КОСМЕТИКИ; СРЕДСТВА ПО УХОДУ ЗА КОЖЕЙ ТЕЛА,E-commerce,Desktop,Cosmetics
ИНТЕРНЕТ-ТОРГОВЛЯ; ОДЕЖДА; ТОРГОВЫЕ ОРГАНИЗАЦИИ,ИНТЕРНЕТ-МАГАЗИНЫ СПЕЦИАЛЬНОЙ ОДЕЖДЫ; МАГАЗИНЫ СПЕЦИАЛЬНОЙ ОДЕЖДЫ; СПЕЦИАЛЬНАЯ ОДЕЖДА,E-commerce,Desktop,Fashion
ИНТЕРНЕТ-ТОРГОВЛЯ,ИНТЕРНЕТ-МАГАЗИНЫ ТОВАРОВ ДЛЯ СТРОИТ. И РЕМОНТА,E-commerce,Desktop,DIY
ИНТЕРНЕТ-ТОРГОВЛЯ,ИНТЕРНЕТ-МАГАЗИНЫ ЭЛЕКТРОНИКИ И БЫТОВОЙ ТЕХНИКИ,E-commerce,Desktop,Tech
ИНТЕРНЕТ-ТОРГОВЛЯ,ИНТЕРНЕТ-МАГАЗИНЫ ПРОМЫШЛЕННОГО ОБОРУДОВАНИЯ,E-commerce,Desktop,Tech
ИНТЕРНЕТ-ТОРГОВЛЯ,ИНТЕРНЕТ-МАГАЗИНЫ МЕБЕЛИ И ПРЕДМЕТОВ ИНТЕРЬЕРА,E-commerce,Desktop,Home
РЕСУРСЫ В ИНТЕРНЕТ,WEB-САЙТ,Portals,Desktop,Media
ИНТЕРНЕТ-ТОРГОВЛЯ; МЕЛКАЯ БЫТОВАЯ ТЕХНИКА ДЛЯ КУХНИ,ИНТЕРНЕТ-МАГАЗИНЫ ЭЛЕКТРОНИКИ И БЫТОВОЙ ТЕХНИКИ; МЕЛКАЯ БЫТОВАЯ ТЕХНИКА ДЛЯ КУХНИ (РАЗНОЕ),E-commerce,Desktop,Tech
ИНТЕРНЕТ-ТОРГОВЛЯ; ТОРГОВЫЕ ОРГАНИЗАЦИИ,ИНТЕРНЕТ-МАГАЗИНЫ ЭЛЕКТРОНИКИ И БЫТОВОЙ ТЕХНИКИ; МАГАЗИНЫ ЭЛЕКТРОНИКИ И БЫТОВОЙ ТЕХНИКИ,E-commerce,Desktop,Tech
БЫТОВАЯ ТЕХНИКА (РАЗНОЕ); ИНТЕРНЕТ-ТОРГОВЛЯ; ТОРГОВЫЕ ОРГАНИЗАЦИИ,БЫТОВАЯ ТЕХНИКА (РАЗНОЕ); ИНТЕРНЕТ-МАГАЗИНЫ ЭЛЕКТРОНИКИ И БЫТОВОЙ ТЕХНИКИ; МАГАЗИНЫ ЭЛЕКТРОНИКИ И БЫТОВОЙ ТЕХНИКИ,E-commerce,Desktop,Tech
ИНТЕРНЕТ-ТОРГОВЛЯ; ОБОРУДОВАНИЕ ДЛЯ СОТОВОЙ СВЯЗИ,ИНТЕРНЕТ-МАГАЗИНЫ ЭЛЕКТРОНИКИ И БЫТОВОЙ ТЕХНИКИ; СМАРТФОНЫ,E-commerce,Desktop,Tech
